survida,survidn,survproglab,survprogname,sampframe,wbid,unid,unidyear,wbidyear,year,wave,survversion,RegionUN,sampsize,Region5,Region6,Region7,Region10,continent,module,collectmode,collectlanguage,collectdates,weight,public,longitudinal,oldsurvid,popage,designeffect,marginerror,exclusion,nationalsurvey,resprate,founder,survecat,status,type,globbaro,active,progparent,oversampl,proglab,startyear,founder2,country
AZE2012301,312012301,CAUCAB,Caucasus Barometer,Azerbaijan,AZE,Azerbaijan,312012,AZE2012,2012,5,1,Western Asia,1829,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Caucasus Barometer,,CAUCAB,2008,Member country after program founding,Azerbaijan
AZE200620161,31200620161,DHS,Demographic and Health Surveys,Azerbaijan,AZE,Azerbaijan,312006,AZE2006,2006,,1,Western Asia,,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country after program founding,Demographic & Health survey,Completed,Standard DHS,0,1,Demographic and Health Surveys,,DHS,1985,Member country after program founding,Azerbaijan
AZE2013312,312013312,EUNB,EU Neighbourhood Barometer,Azerbaijan,AZE,Azerbaijan,312013,AZE2013,2013,4,2,Western Asia,974,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Azerbaijan
AZE2011301,312011301,CAUCAB,Caucasus Barometer,Azerbaijan,AZE,Azerbaijan,312011,AZE2011,2011,4,1,Western Asia,1481,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Caucasus Barometer,,CAUCAB,2008,Member country after program founding,Azerbaijan
AZE2011111,312011111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312011,AZE2011,2011,6,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.27,3.5,"Kelbadjaro-Lacha, Nakhichevan, and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population.",,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE200971,31200971,VOTP,Voice of the People,Azerbaijan,AZE,Azerbaijan,312009,AZE2009,2009,7,1,Western Asia,1201,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,,,,public,1,5,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Azerbaijan
AZE2010111,312010111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312010,AZE2010,2010,5,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.3,3.5,Nagorno-Karabakh and territories not included for safety of interviewers. These areas represent less than 10% of the total population.,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE2013111,312013111,GWP,Gallup World Poll,Nagorno- Karabakh,AZE,Azerbaijan,312013,AZE2013,2013,8,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,Armenian,,,private,1,,,1.47,3.8,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE201271,31201271,VOTP,Voice of the People,Azerbaijan,AZE,Azerbaijan,312012,AZE2012,2012,9,1,Western Asia,1008,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Telephone,,,,public,1,6,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Azerbaijan
AZE2010301,312010301,CAUCAB,Caucasus Barometer,Azerbaijan,AZE,Azerbaijan,312010,AZE2010,2010,3,1,Western Asia,2001,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Caucasus Barometer,,CAUCAB,2008,Member country after program founding,Azerbaijan
AZE2013311,312013311,EUNB,EU Neighbourhood Barometer,Azerbaijan,AZE,Azerbaijan,312013,AZE2013,2013,3,1,Western Asia,1006,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Azerbaijan
AZE2014312,312014312,EUNB,EU Neighbourhood Barometer,Azerbaijan,AZE,Azerbaijan,312014,AZE2014,2014,5,2,Western Asia,1051,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Azerbaijan
AZE2014311,312014311,EUNB,EU Neighbourhood Barometer,Azerbaijan,AZE,Azerbaijan,312014,AZE2014,2014,6,1,Western Asia,1007,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Azerbaijan
AZE2012312,312012312,EUNB,EU Neighbourhood Barometer,Azerbaijan,AZE,Azerbaijan,312012,AZE2012,2012,1,2,Western Asia,1032,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Azerbaijan
AZE2014111,312014111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312014,AZE2014,2014,9,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.25,3.5,"Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population.",,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE199731,31199731,WVS,World Values Survey,Azerbaijan,AZE,Azerbaijan,311997,AZE1997,1997,3,1,Western Asia,2002,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country after program founding,Azerbaijan
AZE2008111,312008111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312008,AZE2008,2008,3,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.39,3.7,Nagorno-Karabakh and territories not included for safety of interviewers. These areas represent less than 10% of the total population.,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE2013112,312013112,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312013,AZE2013,2013,8,2,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.25,3.5,"Kelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population.",,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE2012311,312012311,EUNB,EU Neighbourhood Barometer,Azerbaijan,AZE,Azerbaijan,312012,AZE2012,2012,2,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Azerbaijan
AZE2009301,312009301,CAUCAB,Caucasus Barometer,Azerbaijan,AZE,Azerbaijan,312009,AZE2009,2009,2,1,Western Asia,1795,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Caucasus Barometer,,CAUCAB,2008,Member country after program founding,Azerbaijan
AZE2009111,312009111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312009,AZE2009,2009,4,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.32,3.6,Nagorno-Karabakh and territories not included for safety of interviewers. These areas represent less than 10% of the total population.,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE2013301,312013301,CAUCAB,Caucasus Barometer,Azerbaijan,AZE,Azerbaijan,312013,AZE2013,2013,6,1,Western Asia,1988,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Caucasus Barometer,,CAUCAB,2008,Member country after program founding,Azerbaijan
AZE2006111,312006111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312006,AZE2006,2006,1,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.14,3.3,Nagorno-Karabakh and territories not included for safety of interviewers. These areas represent less than 10% of the total population.,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
AZE201131,31201131,WVS,World Values Survey,Azerbaijan,AZE,Azerbaijan,312011,AZE2011,2011,6,1,Western Asia,1002,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country after program founding,Azerbaijan
AZE2012111,312012111,GWP,Gallup World Poll,Azerbaijan,AZE,Azerbaijan,312012,AZE2012,2012,7,1,Western Asia,1000,Asian Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,WC Asian Ancestry,Asia,,Face To Face,"Azeri, Russian",,,private,1,,,1.22,3.4,"Nkelbadjaro-Lacha, Nakhichevan and Nagorno-Karabakh territories not included. These areas represent approximately 14% of the total population.",,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Azerbaijan
ARG199131,32199131,WVS,World Values Survey,Argentina,ARG,Argentina,321991,ARG1991,1991,2,1,South America,1002,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country at program founding,Argentina
ARG200771,32200771,VOTP,Voice of the People,Argentina,ARG,Argentina,322007,ARG2007,2007,6,1,South America,1010,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,,,,public,1,2,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Argentina
ARG199651,32199651,LATINB,Latinobarometer,Argentina,ARG,Argentina,321996,ARG1996,1996,2,1,South America,1199,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Argentina
ARG2011111,322011111,GWP,Gallup World Poll,Argentina,ARG,Argentina,322011,ARG2011,2011,6,1,South America,1000,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,Spanish,,,private,1,,,1.46,3.7,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Argentina
ARG2008111,322008111,GWP,Gallup World Poll,Argentina,ARG,Argentina,322008,ARG2008,2008,3,1,South America,1000,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,Spanish,,,private,1,,,1.53,3.8,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Argentina
ARG201391,32201391,PGA,Pew Global Attitudes Survey,Argentina,ARG,Argentina,322013,ARG2013,2013,15,1,South America,819,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Argentina
ARG200471,32200471,VOTP,Voice of the People,Argentina,ARG,Argentina,322004,ARG2004,2004,3,1,South America,1005,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,,,,public,1,3,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Argentina
ARG201520041,32201520041,WMH,World Mental Health Survey,Argentina,ARG,Argentina,322015,ARG2015,2015,1,1,South America,3927,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Demographic & Health survey,,,0,1,World Mental Health Survey,,WMH,2001,Member country after program founding,Argentina
ARG201041,32201041,ISSP,International Social Survey,Argentina,ARG,Argentina,322010,ARG2010,2010,26,1,South America,1130,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,Environment III,,,,,public,1,,,,,,Health Services Uitlization and Expenditures 2010,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Argentina
ARG200891,32200891,PGA,Pew Global Attitudes Survey,Argentina,ARG,Argentina,322008,ARG2008,2008,9,1,South America,801,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Argentina
ARG199931,32199931,WVS,World Values Survey,Argentina,ARG,Argentina,321999,ARG1999,1999,4,1,South America,1280,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country at program founding,Argentina
ARG200371,32200371,VOTP,Voice of the People,Argentina,ARG,Argentina,322003,ARG2003,2003,2,1,South America,1003,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,,,,public,1,2,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Argentina
ARG201271,32201271,VOTP,Voice of the People,Argentina,ARG,Argentina,322012,ARG2012,2012,9,1,South America,1000,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Telephone,,,,public,1,2,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Argentina
ARG200571,32200571,VOTP,Voice of the People,Argentina,ARG,Argentina,322005,ARG2005,2005,4,1,South America,1000,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,,,,public,1,1,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Argentina
ARG200291,32200291,PGA,Pew Global Attitudes Survey,Argentina,ARG,Argentina,322002,ARG2002,2002,1,1,South America,814,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Argentina
ARG200851,32200851,LATINB,Latinobarometer,Argentina,ARG,Argentina,322008,ARG2008,2008,13,1,South America,1200,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,1,1,Global Barometer,,LATINB,1995,Member country after program founding,Argentina
